id,y
8466,36.14
6223,543.5
1060,69.05
7527,35.35
9849,44.48
4771,20.6
1509,480.6
7681,23.07
3519,19.745
4762,42.525
2841,488.5
3161,87.625
8516,126.0
3637,72.625
10040,46.4
8204,168.2
8976,54.25
7809,24.09
9,57.175
6163,271.8
9871,44.15
1240,156.9
467,29.375
4846,16.07
6473,50.775
898,13.64
2029,322.7
8898,38.51
5453,25.77
5941,22.275
2940,195.0
5018,65.05
4565,345.9
3658,88.025
2607,114.375
2625,494.5
9433,18.89
4721,63.625
7537,57.625
1529,25.6
7433,33.33
6095,268.7
2706,57.81
9675,162.3
7690,364.7
8416,135.9
4481,19.46
2267,40.95
1121,53.65
7245,37.32
7714,17.18
5822,1357.0
3800,20.9
8560,34.01
8306,24.85
10053,2821.5
4772,95.925
6452,91.325
4398,9.84
6811,103.45
7655,71.15
2250,149.6
5929,67.675
1597,193.9
7403,42.06
6520,295.3
9429,153.6
10329,95.15
6830,40.65
1607,460.7
296,65.3
206,22.72
6800,9.24
7570,701.5
6150,28.025
5925,40.12
4214,31.825
841,559.9
2617,6.35
4339,121.375
10409,56.375
4637,48.175
2948,765.0
6796,36.13
5212,49.45
3099,686.1
2182,24.295
2985,1177.5
3850,79.775
8886,95.75
10136,29.31
1567,69.95
1201,28.62
2017,21.43
5334,10.82
8850,34.89
2984,94.125
5322,369.7
5842,36.025
154,91.475
7360,50.25
722,476.9
9141,461.6
2949,104.85
8415,39.525
9380,303.9
7754,533.1
3453,100.8
8738,20.12
10393,64.25
4250,1031.5
9226,23.91
3132,40.255
7840,782.5
1741,270.9
554,13.01
1001,57.825
9179,37.27
1765,1275.5
1559,49.745
7455,205.2
976,51.55
5892,13.26
491,365.9
5301,24.49
3279,183.5
3131,680.8
9998,69.725
1915,287.775
4482,7.56
3714,606.1
7037,116.275
6803,15.07
2301,28.285
2916,475.6
2043,119.725
334,320.9
7487,72.425
4697,510.0
1791,194.6
6368,23.7
10235,58.725
4645,34.74
2431,79.925
6322,62.625
5950,58.2
1507,31.305
2662,178.5
1985,59.25
6840,248.5
4598,65.675
1592,937.5
2958,1203.0
1593,90.575
10009,49.925
7101,31.155
6820,43.45
8376,33.595
2201,88.825
1640,95.575
4834,99.275
8326,7.95
7993,32.51
1817,47.075
9910,447.3
6399,55.525
555,230.4
2663,15.62
4309,316.6
3812,98.425
7362,18.3
1043,19.89
3860,34.21
836,159.2
3900,355.4
9967,959.0
6539,16.48
8634,16.3
2932,157.7
3412,53.425
499,51.425
9645,102.225
8811,1028.0
6988,44.45
4527,178.5
9213,451.8
6122,397.3
2390,82.625
7289,38.0
4499,65.575
2724,45.825
5482,38.185
10013,144.675
7262,13.24
2513,51.99
5971,67.845
7267,804.3
3320,169.9
9548,53.9
3056,46.725
4219,286.2
3071,190.5
8531,108.125
6601,38.425
1783,22.805
651,374.6
3716,70.45
2500,27.875
6882,73.325
4133,200.2
3460,46.55
4318,580.2
1091,35.335
7240,77.8
6201,53.425
5136,41.085
9644,15.99
7169,150.125
7795,79.025
5363,20.09
2363,262.7
7284,72.65
6271,566.1
7561,630.4
8481,160.6
9115,50.14
1662,71.35
7079,68.225
6718,884.4
5357,33.02
5128,85.775
449,90.775
6278,78.075
6923,19.22
7979,16.67
2735,63.925
8773,620.0
9054,641.4
4367,31.78
3223,27.54
4101,65.075
7825,100.825
5706,20.36
10075,663.4
9916,1002.5
3209,201.6
6752,96.85
2030,1896.5
4719,10.48
4981,248.6
3318,53.575
4001,12.68
1826,7.27
4142,542.1
10208,73.65
5423,69.825
8755,25.915
6487,7.86
5492,7.88
2128,7.25
1167,1191.0
4927,64.375
6256,294.7
7043,74.95
7969,108.025
4991,15.83
1746,27.295
4861,91.65
8687,3939.0
1255,37.57
7546,3503.5
3023,79.625
6210,118.0
2606,1898.5
7351,117.675
5091,107.84
9863,249.7
5613,82.35
5095,219.5
9568,892.8
4399,167.5
5629,44.675
6622,302.2
6607,19.45
8050,48.675
5953,1353.5
2162,82.925
528,608.6
9937,74.95
5270,65.975
6683,26.925
6308,107.05
5068,69.525
9269,137.25
5513,12.62
230,38.64
9056,97.775
4400,70.735
9792,73.275
7709,72.125
6114,272.1
5280,26.215
5447,22.85
3025,878.5
10101,22.295
2049,22.2
8118,45.69
10400,15.05
9956,58.475
3913,82.025
2569,82.85
7804,201.3
1478,79.575
578,12.84
9546,121.82
3410,46.245
4892,23.59
8713,65.375
4849,79.875
10152,275.8
2485,202.6
2183,101.125
10190,11.14
8214,115.85
4290,112.5
1468,33.345
406,37.615
7814,35.03
10267,27.55
7269,48.55
5105,103.0
1466,878.5
9994,36.245
3826,242.2
10114,536.6
7437,35.275
10164,7.33
9229,89.85
8445,39.475
8571,72.65
1842,85.0
2070,18.01
4580,109.575
3359,271.7
5738,16.72
2168,558.2
2270,60.025
7914,57.25
8776,87.9
167,52.775
8887,18.85
6579,56.9
6690,45.4
9330,13.54
9340,42.525
226,187.5
1334,109.425
4630,93.84
4323,43.35
5699,8.87
9102,40.25
3806,338.8
10133,28.175
4340,244.4
8141,166.65
3752,57.25
9537,83.5
10123,25.74
382,294.6
5544,195.5
8219,67.3
5035,275.5
4060,74.775
377,15.94
4929,46.3
4737,91.525
5644,469.3
3861,7.48
2828,110.375
8970,53.595
10432,314.5
9655,11.04
5253,31.34
7324,208.3
10082,52.035
7005,151.8
3028,287.9
3140,224.0
1829,12.76
3728,77.55
8818,68.525
9004,93.225
5716,251.0
2154,25.83
10043,17.37
2055,48.625
8107,172.595
7390,364.5
1872,70.625
6332,447.5
2585,12.89
8218,27.06
5578,35.84
6083,61.95
10007,10.0
8749,789.1
4384,17.99
4937,31.16
6444,1084.5
598,481.8
2686,285.6
8897,30.035
8549,48.6
2009,34.885
2831,1455.5
4548,27.18
1363,441.9
6052,123.175
6912,61.075
2826,29.24
10272,104.55
7559,74.575
8128,269.3
9067,34.905
1106,94.4
7323,214.0
5728,93.1
1516,52.85
3652,112.3
3480,45.15
779,18.26
3931,71.15
3449,70.325
5218,14.14
7025,67.0
7216,372.6
1109,111.075
1651,86.85
1402,20.87
4965,622.6
2709,52.15
5417,672.5
8424,40.875
7503,2537.5
4942,6.0
7911,59.325
1870,45.175
4007,90.725
8280,41.725
10223,9.98
4943,53.15
7686,23.35
8648,9.24
9412,21.45
8068,872.0
48,41.965
9091,39.4
9206,13.59
5793,52.475
4088,47.45
5135,72.95
5590,55.875
1454,1017.8
10337,174.0
10348,471.6
256,187.4
4016,107.725
1595,32.2
9457,7.21
187,605.1
1554,169.8
8524,20.665
7151,28.795
3663,25.505
3192,8.79
3034,9.2
2648,357.2
6602,99.125
920,42.09
4804,104.05
8227,510.1
1294,45.9
2031,229.6
4582,62.9
5420,556.3
6049,273.5
8036,14.21
460,84.425
3840,160.35
1379,328.2
190,46.165
7542,14.95
1519,23.19
2573,12.91
5973,38.72
2475,37.815
9426,643.0
6669,155.3
9485,927.5
6292,361.6
8620,329.7
6412,107.05
6156,501.4
1132,67.9
4742,37.315
3019,101.6
5536,561.3
3553,437.4
2092,25.63
8656,73.925
665,102.4
2917,33.785
7960,29.385
9869,18.51
3657,183.45
6850,54.325
5606,450.9
5048,33.915
289,76.425
9855,22.985
6335,14.86
7182,450.2
1495,86.95
8358,86.5
6571,14.28
6005,18.23
6674,268.1
3972,45.065
9465,51.35
1312,78.625
5668,27.775
7085,152.4
7431,205.3
9631,446.8
7966,62.3
565,91.75
1156,90.125
4456,530.6
5980,30.585
8190,101.7
4688,497.5
5855,71.575
7422,157.0
121,75.225
5167,85.925
5107,30.345
8617,1413.5
2279,771.0
7074,7.15
9219,110.45
5378,7.24
7549,253.8
7510,41.175
3497,35.5
8123,109.35
10305,57.375
8783,54.475
7829,131.95
8108,37.36
9746,70.95
265,88.625
5397,51.16
1577,95.8
126,41.725
10406,158.7
5906,71.625
3709,7.42
1170,14.46
7044,785.2
4477,21.29
3456,144.5
1237,21.16
6746,53.125
3885,156.95
7529,324.7
9110,872.0
655,1628.5
8578,1083.5
9461,49.95
839,13.43
1029,35.9
597,24.88
3299,8.02
7852,7.91
2006,9.03
5470,1608.5
2241,36.875
2967,119.475
4651,198.6
4160,45.28
6058,376.6
7301,28.32
451,87.425
125,129.735
834,40.175
4231,313.8
8465,748.0
4866,226.8
247,57.85
1861,118.825
4654,331.3
7899,24.66
8774,1348.5
9176,60.6
8236,46.5
5970,45.105
9158,19.03
9927,827.7
10328,206.8
7242,1899.0
9014,46.7
7996,8.6
7102,85.0
1297,34.805
6230,102.075
5582,37.54
9192,1377.5
7901,2335.5
3980,132.95
2952,15.09
7912,74.075
3669,200.6
9488,1118.0
580,112.225
10423,626.5
1421,949.5
799,40.7
6667,106.125
6086,20.43
7514,98.0
9081,37.14
7382,38.275
3435,17.16
3493,63.15
7293,30.84
2227,67.825
2530,3106.5
8785,207.4
2876,39.105
7134,13.98
7928,12.12
520,397.6
4463,105.325
7123,217.6
521,9.52
9374,55.125
5575,10.13
2113,19.63
6009,1456.5
4585,1031.0
2090,28.025
242,13.62
572,398.4
4068,12.63
8341,523.9
4787,75.0
10129,45.485
7383,26.29
3546,83.825
201,41.295
6198,79.2
713,17.46
7069,121.2
5344,8.5
4401,21.94
6047,519.5
221,91.575
1645,27.415
7664,218.1
8896,146.6
8311,66.475
843,570.2
5541,38.18
343,30.585
2652,38.18
5232,13.89
42,285.1
9823,21.2
2305,109.8
5275,9.27
189,168.7
2503,59.15
4174,10.05
6109,57.09
6578,73.35
5617,8.19
2140,746.4
7972,206.7
6760,70.65
3373,45.73
992,51.97
3955,23.405
1399,88.275
4127,358.2
2768,21.02
7136,360.8
6853,74.925
8122,35.985
5689,1007.5
8187,40.77
5110,122.2
5006,957.0
5361,25.46
6649,1305.0
974,28.465
3705,55.0
6296,158.6
8365,185.85
5765,995.0
454,66.7
7397,3955.0
7345,153.745
9857,118.05
10260,357.5
8515,47.625
10177,103.85
8939,44.78
5859,13.29
8703,600.2
772,11.98
8491,9.11
8520,42.8
4741,27.595
7325,57.875
4235,45.775
1376,27.36
1035,1480.0
1869,123.125
7625,18.905
9239,225.8
2002,72.525
6394,6.1
692,81.325
2446,328.5
2909,89.525
6136,9.13
7253,706.3
3951,1432.0
4568,305.1
818,69.025
8991,552.5
1095,580.3
1788,78.2
7869,2586.5
6586,1362.5
4696,36.52
2519,137.95
6053,13.85
8456,767.3
3482,274.9
3065,212.4
5633,1040.0
1868,66.575
4171,77.925
2152,168.275
2397,1117.5
31,1083.5
9852,17.47
10006,36.46
7584,66.9
462,65.725
1220,16.25
1617,74.55
2930,63.7
7569,146.0
6157,8.26
1751,79.675
5151,61.1
8111,253.2
2343,48.85
7989,98.8
1022,29.27
3782,924.5
9964,57.575
8249,40.875
2707,759.4
3681,38.0
10219,99.8
6655,263.7
8322,90.25
7870,587.8
8124,29.6
2994,173.3
5981,920.0
7230,58.185
9236,111.8
7620,102.4
2782,1410.5
9491,374.8
3671,91.9
9610,75.525
7131,9.61
1656,42.665
2576,21.96
9434,392.7
7485,47.375
7347,525.2
7607,65.575
9073,46.435
9806,18.385
5500,18.09
2033,10.04
4069,105.5
6338,1815.0
2495,16.47
5473,52.56
8577,66.075
119,101.07
9802,32.435
6550,2712.5
10319,65.37
424,18.65
3545,78.425
1540,126.825
9471,12.62
3184,210.7
2501,28.02
7159,358.6
320,802.5
9747,10.12
1994,49.86
1235,7.09
8479,57.1
1467,38.085
9842,304.7
2411,304.1
5386,19.5
8273,902.5
9140,1837.0
10209,27.97
2359,278.2
8830,25.31
6909,97.55
9241,202.8
7668,19.05
9196,60.825
6227,7.76
8766,278.8
5690,62.425
7604,88.625
6533,102.275
8924,1140.0
234,74.42
36,105.765
10366,1788.0
9737,34.665
1585,98.875
1775,46.39
3367,208.3
5827,542.2
6390,102.0
6098,97.475
10049,64.65
2406,18.67
1103,88.8
9891,572.2
8857,166.55
5097,25.635
3341,44.45
6857,29.735
9391,86.775
7480,63.525
8651,14.71
2685,326.0
7771,48.89
2315,155.525
2075,55.91
8336,821.5
2395,163.3
6014,80.275
18,53.36
2454,108.125
9895,37.705
7231,78.8
915,225.35
150,276.2
8403,55.225
4976,154.3
4995,325.6
9701,44.125
7059,62.17
6711,14.18
3376,1309.0
5977,67.0
6904,69.825
3594,624.7
5508,42.545
9399,353.8
1180,39.235
9784,15.98
3856,17.92
8434,425.4
4183,8.24
8584,1624.0
9603,36.035
10372,64.975
1041,11.68
5342,78.825
6589,2511.0
8853,870.7
44,69.55
7068,44.425
3327,268.6
181,52.4
10059,74.15
6934,62.865
634,125.125
9184,546.3
6777,930.0
5160,10.54
6397,47.5
1603,11.05
4777,40.87
275,40.995
140,514.2
1387,33.54
410,20.43
2580,38.87
8184,30.195
2936,41.33
7786,74.15
3613,173.3
6361,594.5
8665,60.775
5798,42.05
7621,48.07
9574,7.18
278,45.47
2016,61.725
693,23.825
9113,63.45
5187,123.925
2869,70.95
6971,134.725
2520,21.62
4588,120.875
9745,33.325
3803,17.72
9875,178.7
6876,122.0
4439,730.6
4413,61.075
551,109.525
9089,41.75
4519,58.975
2206,343.8
5134,46.05
2577,344.7
6451,20.485
5560,123.6
3595,555.8
4798,34.81
8207,42.06
5173,1038.0
4247,510.8
9718,612.0
4252,218.0
8808,18.5
4304,331.2
6406,11.39
9356,289.4
7314,83.975
541,603.4
5657,8.64
5609,1749.0
2786,61.45
8915,33.22
10064,42.0
7839,27.47
8261,525.5
6141,124.975
6942,47.34
660,29.99
4938,244.1
574,37.415
8335,14.32
5124,347.3
6972,45.225
3754,20.09
5660,114.225
9708,1607.0
3402,12.03
5838,174.6
1261,19.34
9898,83.6
2189,177.9
3273,73.25
1382,70.695
10122,39.875
8957,4119.5
9195,70.5
4433,20.98
3473,15.27
3505,66.25
6070,65.85
33,167.1
3037,51.2
1818,527.5
683,67.95
7165,38.53
244,78.625
888,454.0
277,246.2
3634,732.5
5566,183.3
1874,60.75
7430,168.8
5045,157.025
4337,574.1
9856,725.5
3018,566.4
704,299.5
9811,42.5
2032,28.61
1670,108.175
9494,675.5
9606,49.42
2118,9.24
4871,8.1
10054,15.62
3849,129.2
4085,20.35
1437,937.0
9150,966.0
1359,37.215
2549,661.0
7343,318.7
8573,285.3
2560,18.74
2167,17.69
561,51.875
9646,232.4
9889,47.52
6688,207.8
3485,10.68
5316,81.375
6466,76.7
2640,99.475
2499,104.3
1069,326.3
5004,734.9
9304,437.9
9075,85.8
4540,61.35
9884,87.675
390,656.5
1002,42.0
4240,87.075
10389,13.02
2899,77.225
2378,155.3
4763,2851.5
4492,31.18
802,47.975
3760,14.25
4015,176.925
5585,45.625
10391,47.575
5602,52.81
3933,71.05
170,96.3
2458,15.86
10370,75.5
3564,146.275
4977,21.995
1373,32.705
10426,473.5
1102,236.8
7907,55.32
6685,47.69
4284,38.5
1718,29.24
3776,49.925
6759,39.04
4234,24.925
224,19.32
735,30.04
8967,33.09
4613,176.7
671,79.05
1984,45.175
6314,190.4
8237,199.8
5112,84.95
10413,35.665
3978,73.5
6336,494.5
10399,258.85
5502,30.23
6435,37.295
9739,113.475
5921,116.45
1611,12.47
6016,27.055
3753,72.65
10186,79.1
2376,145.0
7957,16.32
2400,696.0
3733,45.145
415,13.865
2588,13.82
2288,30.005
6681,48.14
4074,833.0
3779,17.53
8925,30.61
9887,18.4
1523,192.5
9803,26.175
7466,49.55
3683,13.68
2929,67.6
5800,44.55
4414,3279.5
4170,50.85
8635,451.3
3641,41.13
5326,32.275
9121,499.6
1270,23.79
1533,19.63
5404,477.8
398,684.5
8768,206.5
2740,295.6
1275,21.865
1070,577.1
10105,126.375
8222,439.4
5920,58.96
5274,846.5
3864,384.5
1351,41.765
7590,80.3
2731,202.2
812,243.975
476,30.445
2641,37.525
6698,84.875
8533,118.05
8695,71.925
9262,7.9
8750,69.825
1712,10.91
8655,226.0
23,76.125
2646,53.24
2846,96.925
2134,23.87
8040,572.0
7783,86.225
5725,61.685
5407,103.725
4727,26.715
4770,381.9
5392,88.7
4847,31.905
9265,52.725
4782,231.4
1231,302.6
7348,3486.0
3291,14.71
5341,176.9
6619,37.9
2280,42.8
369,1604.5
8317,67.2
4372,525.5
8009,128.375
2179,69.0
2774,1127.5
5820,351.2
3943,83.875
7933,103.175
9766,16.36
1685,6.02
883,20.21
4766,62.3
4185,47.91
6553,49.89
8831,50.235
8762,30.23
5561,171.0
3735,87.425
1942,362.7
7418,263.7
2839,34.165
8431,273.8
9749,72.925
6936,49.5
2293,294.3
9511,81.3
4874,364.8
5577,709.25
1946,363.4
6328,49.225
8714,55.725
9705,25.595
3066,58.2
4197,28.155
273,118.225
6126,47.275
7112,42.15
4725,74.725
4053,1083.0
8822,107.825
8559,1172.0
2036,83.975
6918,41.8
2141,118.85
4148,50.8
8523,15.8
6375,90.975
4755,846.5
2579,10.06
1455,25.615
5891,160.925
10004,48.725
1308,172.7
9489,90.775
7280,11.12
519,91.3
6993,66.15
10286,251.0
558,267.1
10145,1518.5
885,241.5
7973,35.23
6260,20.83
1149,110.775
2836,18.68
5997,396.4
196,154.575
4346,33.685
3726,9.92
9417,149.95
3557,45.5
3188,114.525
4655,205.7
9759,75.375
776,357.8
8835,106.675
5710,92.3
2701,1218.5
7801,32.99
10161,61.01
1380,127.8
7677,11.345
15,40.315
1460,24.045
6510,377.5
32,53.125
1912,131.9
2443,804.5
9151,53.585
4311,63.925
9966,40.175
3382,97.125
9978,40.175
1213,60.05
4347,173.2
10232,37.51
4426,60.0
7251,79.525
3193,22.21
9611,60.25
532,29.395
3474,63.575
257,346.6
2453,303.6
10171,110.95
5228,44.85
10120,177.8
7016,64.125
5044,23.63
6002,1053.5
5628,105.225
9175,22.395
7720,77.8
9590,1463.5
5281,646.9
4807,97.95
1085,64.445
4244,37.275
9367,87.85
2268,118.475
2853,62.45
10119,59.1
2103,1813.5
6531,27.585
2272,141.9
1151,264.075
8112,789.5
3744,340.7
4713,37.83
2613,49.64
2004,268.3
402,34.385
3749,64.91
2375,120.225
8163,954.0
8440,236.1
10039,129.375
9134,11.18
4532,283.1
2604,53.125
7077,38.425
3353,32.81
2384,13.61
8995,298.4
3481,33.15
10217,257.5
4542,105.175
325,43.14
9547,45.8
2380,19.91
1997,196.0
9907,53.0
5989,711.4
10398,53.56
5335,1216.5
335,1005.5
2639,49.115
6236,18.73
1176,51.25
1761,598.0
9333,89.525
2021,37.35
134,107.6
4546,684.7
9581,81.15
4277,655.2
2570,10.59
4436,76.175
7618,13.54
4209,38.08
9238,42.0
1730,179.8
2797,109.7
9812,7.24
7271,32.67
6861,95.675
5034,235.0
1172,24.26
628,47.22
3954,39.39
8679,1009.5
3118,73.05
2730,146.8
4730,201.8
10193,3942.0
10225,167.8
2531,610.8
1534,201.6
6597,115.775
2263,208.8
9949,33.33
2875,154.4
5619,36.48
893,964.0
2457,376.9
8093,47.395
4220,11.59
4890,28.805
7095,104.265
8782,33.325
2356,69.7
9903,192.1
8801,776.4
5686,126.675
9862,158.2
8807,32.105
1669,54.0
9730,25.1
1514,23.96
5922,46.82
9466,130.025
4474,46.1
8870,21.455
620,1628.5
8876,80.1
1215,71.55
9924,848.0
9469,2577.0
4320,277.1
728,78.25
5141,32.935
4900,169.3
2007,165.9
3921,93.075
2369,55.4
5032,57.875
9622,121.05
3032,203.0
342,221.1
2551,9.7
2860,470.4
10095,3651.0
4731,26.2
9194,109.625
3348,190.3
3464,85.375
4799,515.2
9506,143.125
146,69.875
9928,24.92
2308,172.7
3925,52.975
7876,17.99
3696,75.15
144,21.78
7070,21.39
9161,89.525
5865,334.65
8561,15.8
3448,441.0
8422,172.5
6219,8.78
3814,79.6
2847,2013.0
8303,55.95
8539,29.52
1563,1228.5
1453,64.195
1238,110.35
3873,660.8
4425,253.5
5147,16.83
2290,77.825
4626,72.975
1578,659.9
4578,78.25
10301,91.45
10028,766.2
10273,77.975
5432,96.7
8065,39.45
7718,10.97
4256,1003.5
2702,762.7
4490,324.8
4912,372.5
4561,49.105
98,1146.0
9026,39.49
1654,68.95
2402,23.67
8316,78.625
5207,10.75
3514,176.7
5761,62.275
5636,42.965
2608,161.075
8673,16.16
2247,17.31
9041,1228.5
1813,32.985
3297,129.025
9487,115.275
4351,43.28
7705,1750.5
8553,238.675
1328,22.16
5040,67.2
7883,68.0
5062,458.5
5688,23.05
7127,27.77
1920,18.44
2946,71.025
6485,23.03
3180,69.775
9935,214.3
6178,107.0
3010,50.37
7554,12.37
5858,692.0
8014,303.8
5439,167.9
7346,57.0
7740,15.98
938,43.625
7125,686.0
3950,33.3
4162,78.25
9231,42.2
2818,42.35
5557,13.6
2124,20.27
3656,18.93
9096,47.575
7254,258.1
4443,2914.5
6422,69.5
5126,68.9
635,66.325
5488,96.025
3990,223.8
3431,60.325
8083,513.4
2754,30.52
1422,262.6
6836,64.7
9926,38.275
9312,75.075
6612,518.4
4805,631.1
8357,16.15
10185,301.0
6940,34.195
489,96.65
1893,55.925
4071,29.865
1067,79.675
10336,338.2
8023,31.54
1480,112.175
4008,27.595
1286,24.17
7598,318.2
3510,41.945
1766,236.1
6994,6.89
2975,95.225
771,18.11
9419,65.6
2405,41.175
8022,84.475
2633,119.375
5235,81.175
2630,186.9
3166,56.175
6691,62.925
9567,74.7
7730,34.215
8795,73.705
4254,209.5
6551,517.4
3697,104.025
9358,50.75
7871,20.7
3439,287.5
2465,23.965
4070,86.825
4535,337.8
8426,36.3
4388,18.38
4109,56.4
7532,38.665
8129,195.8
9873,41.445
4960,21.39
4269,1055.0
4852,105.7
5743,37.755
3719,46.15
3237,96.025
8395,39.23
7773,11.56
1427,38.575
9016,37.545
6105,174.4
9053,28.395
5002,51.76
8525,52.575
5485,24.77
587,679.2
8388,162.8
1139,60.425
7276,803.4
5201,82.525
2434,23.9
7053,131.4
5877,50.385
2193,515.3
5721,32.135
6640,163.525
10137,549.3
6974,240.1
9804,9.81
9437,36.075
6025,96.425
10367,689.4
4100,19.71
6067,654.4
7776,56.85
5022,386.8
5076,118.575
8852,281.3
3689,219.8
8781,78.875
6464,23.92
1644,59.0
439,119.375
4004,20.47
1210,37.235
7766,779.2
4676,44.94
4301,6.62
1461,46.205
8098,197.0
1353,38.825
7724,356.0
9167,15.8
4003,1160.0
3986,98.95
6441,29.025
2220,286.1
9991,30.385
7603,69.3
6632,27.54
4291,1095.0
7502,1498.0
9133,24.47
4907,73.35
8081,84.375
7975,86.725
5296,88.4
1852,48.675
9569,614.0
5204,106.025
5122,8.795
4428,72.5
3021,68.05
5494,276.0
396,72.45
122,52.125
9322,165.5
6174,8.31
1568,8.46
4891,105.4
508,847.3
9948,183.575
10256,605.3
49,202.7
7371,146.1
4063,10.04
9003,13.77
3841,66.8
6289,46.83
5741,19.17
3810,96.975
4194,608.1
5677,9.02
3433,525.6
2350,48.7
1678,155.4
2192,694.5
8489,85.8
8734,21.99
10428,38.365
3315,175.375
7317,77.325
9292,106.75
6627,82.7
4606,37.135
4022,69.35
237,70.725
7987,176.7
5611,89.1
10314,313.5
38,65.125
7968,23.985
7252,231.8
7509,55.875
6446,35.885
9571,68.525
3432,119.15
8828,602.4
7014,10.59
6380,77.425
3673,720.0
1666,1435.0
5457,48.45
313,44.875
7476,801.5
9174,212.4
1643,13.97
10076,506.1
7249,231.6
10383,36.885
852,9.78
1797,96.7
10038,35.1
3908,40.865
6775,31.175
1536,72.3
3214,37.875
4959,39.42
9794,188.9
3842,10.63
2535,616.6
10108,6.09
2271,27.69
9482,205.3
5168,53.775
5406,33.35
8684,154.875
4695,13.11
2119,7.14
5415,30.16
8134,433.2
422,1346.0
4827,17.62
8029,41.6
6908,54.55
6866,69.825
667,389.4
6295,40.7
760,68.425
3977,31.74
2060,2365.0
5510,260.2
1941,15.14
3152,84.35
4555,360.9
233,98.5
509,61.1
9932,49.725
5087,366.0
1136,558.2
2442,29.205
188,43.345
4634,324.4
9344,46.995
3083,203.9
8842,220.3
8838,215.425
1358,98.5
9783,19.77
9648,503.4
895,49.05
7470,828.3
7330,9.67
2954,282.7
6625,633.3
2873,54.35
4964,71.5
50,483.1
2521,84.225
8224,70.175
7841,330.9
3380,40.55
9707,1042.5
5519,16.64
6012,54.335
3848,163.825
6379,144.5
4986,37.575
9211,11.08
8212,55.78
6798,91.675
3645,40.165
3232,70.025
1819,39.34
6078,35.595
5872,28.75
5348,34.1
9035,19.59
4774,92.2
9138,13.97
8605,21.11
1163,504.1
9124,29.94
5109,471.6
1051,440.0
9686,2113.5
10143,43.525
8753,105.8
7154,1099.0
2759,157.025
1124,39.355
8045,311.9
3311,77.15
3618,96.4
6283,72.675
878,149.475
7672,3531.5
1123,440.4
1374,67.65
4391,111.15
3269,688.9
4017,68.23
3079,87.125
6378,7.14
4567,13.57
4379,85.0
6351,36.045
1944,309.6
10253,59.95
1756,90.425
8667,49.225
143,117.325
3147,29.545
3114,22.29
3029,45.825
5466,122.2
6878,47.1
4299,24.365
1403,199.5
3847,171.7
379,96.5
